Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1626870249.0516114,34,1626870249,51538087,world,-0.06788399492889712,-0.09083001290950884,-0.09157089594540135,-0.10083807128339399,0.05883237159079618,0.1343628972909257
1626870249.0765715,35,1626870249,76514264,world,-0.06788399492889712,-0.09083001290950884,-0.09157089594540135,-0.10083807128339399,0.05883237159079618,0.1343628972909257
1626870249.1016116,36,1626870249,101536091,world,-0.06788399492889712,-0.09083001290950884,-0.09157089594540135,-0.10083807128339399,0.05883237159079618,0.1343628972909257
1626870249.126602,37,1626870249,126534120,world,-0.06788399492889712,-0.09083001290950884,-0.09157089594540135,-0.10083807128339399,0.05883237159079618,0.1343628972909257
1626870249.1516051,38,1626870249,151532694,world,-0.06788399492889712,-0.09083001290950884,-0.09157089594540135,-0.10083807128339399,0.05883237159079618,0.1343628972909257
1626870249.1766095,39,1626870249,176534195,world,-0.06753580387584668,-0.09041423698451453,-0.09157624903567307,-0.10199862470856191,0.05947606785870717,0.13387127471073268
1626870249.2015905,40,1626870249,201532350,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.2266014,41,1626870249,226535148,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.251607,42,1626870249,251536105,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.2766,43,1626870249,276533078,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.301612,44,1626870249,301534092,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.326558,45,1626870249,326493813,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.3516047,46,1626870249,351534183,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.3766048,47,1626870249,376533366,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.4016142,48,1626870249,401532858,world,-0.06677782213242167,-0.08943995051239334,-0.09191381969383827,-0.1040871456396078,0.060642770646211756,0.13313274351638985
1626870249.4265614,49,1626870249,426500214,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.4515874,50,1626870249,451518064,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.476601,51,1626870249,476533640,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.5016236,52,1626870249,501533256,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.5265958,53,1626870249,526533772,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.5516086,54,1626870249,551533670,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.5765924,55,1626870249,576528245,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.6016304,56,1626870249,601564895,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.626597,57,1626870249,626531524,world,-0.0664606250230832,-0.08896354879533006,-0.0919761249655453,-0.1052029010392479,0.061295278103489774,0.1331641257245203
1626870249.6516366,58,1626870249,651536265,world,-0.06660794285631892,-0.08918157808640881,-0.0918794781917378,-0.10481052094608673,0.06106666565106128,0.1331653527684338
1626870249.6765897,59,1626870249,676514424,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.7016025,60,1626870249,701533127,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.7265935,61,1626870249,726522524,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.7516556,62,1626870249,751533589,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.7765903,63,1626870249,776531491,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.8015916,64,1626870249,801534004,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.8266006,65,1626870249,826534065,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.8516085,66,1626870249,851536024,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.8766153,67,1626870249,876534860,world,-0.06650219873356795,-0.0890250774334547,-0.0919221342237786,-0.10514253475137066,0.061260107162528346,0.13316431448709057
1626870249.9016035,68,1626870249,901536621,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870249.926596,69,1626870249,926532694,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870249.951619,70,1626870249,951539087,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870249.9766078,71,1626870249,976535236,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.0015945,72,1626870250,1533904,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.026608,73,1626870250,26533313,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.0515924,74,1626870250,51532501,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.0765996,75,1626870250,76531363,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.1015966,76,1626870250,101534229,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.1265824,77,1626870250,126530602,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.1515818,78,1626870250,151532302,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.1765478,79,1626870250,176484738,world,-0.06659575710737024,-0.08916354323289233,-0.09188067291981938,-0.10485579554197853,0.06109304406340257,0.1331652113410653
1626870250.2015927,80,1626870250,201534754,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.2266157,81,1626870250,226538994,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.2516248,82,1626870250,251535248,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.2765973,83,1626870250,276536229,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.3016193,84,1626870250,301534991,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.3266108,85,1626870250,326534311,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.3516016,86,1626870250,351533836,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.3765922,87,1626870250,376532268,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.4015915,88,1626870250,401533268,world,-0.06664211753571148,-0.08923215618369579,-0.09182470010276877,-0.10482561224722407,0.06107545885127948,0.1331653055978321
1626870250.426598,89,1626870250,426532666,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.4516485,90,1626870250,451536607,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.4765902,91,1626870250,476532695,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.5015938,92,1626870250,501531198,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.5265894,93,1626870250,526531505,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.5515888,94,1626870250,551532965,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.5765927,95,1626870250,576531937,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.6015818,96,1626870250,601522604,world,-0.06663731171890346,-0.08922504360432187,-0.09182664165201349,-0.1048407037839178,0.06108425164730869,0.1331652584676688
1626870250.626591,97,1626870250,626531065,world,-0.06695530373233574,-0.08969566965103337,-0.09166429513477792,-0.10404085195975454,0.06061823408087454,0.1331677477621203
1626870250.6515987,98,1626870250,651540252,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.6766288,99,1626870250,676568837,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.70161,100,1626870250,701543784,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.7266147,101,1626870250,726536136,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.7515934,102,1626870250,751535824,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.7765684,103,1626870250,776510224,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.8015487,104,1626870250,801493375,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.8265958,105,1626870250,826532504,world,-0.0669504994828267,-0.0896885593913205,-0.09166624644744958,-0.10405594349694328,0.060627026877186956,0.1331677009846767
1626870250.8515937,106,1626870250,851531982,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870250.8766227,107,1626870250,876533547,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870250.901574,108,1626870250,901506408,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870250.9266424,109,1626870250,926572398,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870250.9515896,110,1626870250,951532109,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870250.9765897,111,1626870250,976531089,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870251.0016084,112,1626870251,1533439,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870251.0265865,113,1626870251,26519647,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870251.0516386,114,1626870251,51557226,world,-0.06725465708882263,-0.09013871067525941,-0.09152375950348168,-0.10304481057317642,0.06003790935763151,0.1331708191758336
1626870251.0765932,115,1626870251,76531503,world,-0.0675007421287363,-0.09050291487621567,-0.09139699031807846,-0.10232041664865368,0.05961585527980771,0.1331730347705551
1626870251.1016133,116,1626870251,101538316,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.1265883,117,1626870251,126533324,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.1515875,118,1626870251,151532469,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.1765935,119,1626870251,176531273,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.2023313,120,1626870251,201534691,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.2265935,121,1626870251,226533684,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.25164,122,1626870251,251570857,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.2765977,123,1626870251,276532787,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.3016112,124,1626870251,301534937,world,-0.06749594049102701,-0.0904958084820689,-0.09139895863452496,-0.10233550818690133,0.05962464807675323,0.13317298876633987
1626870251.3265994,125,1626870251,326532128,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.3516178,126,1626870251,351533912,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.376596,127,1626870251,376535251,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.401612,128,1626870251,401535760,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.4266107,129,1626870251,426534361,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.4516013,130,1626870251,451541422,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.4765997,131,1626870251,476537602,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.5015748,132,1626870251,501500682,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.5265968,133,1626870251,526533828,world,-0.06761268704740565,-0.09066859256449816,-0.09133241019163463,-0.10204876880809964,0.059457585192648085,0.13317386185998611
1626870251.5515904,134,1626870251,551530202,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.576585,135,1626870251,576522351,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.6015527,136,1626870251,601483263,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.626594,137,1626870251,626531579,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.651594,138,1626870251,651531162,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.6765592,139,1626870251,676500585,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.7015638,140,1626870251,701489631,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.726606,141,1626870251,726539654,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.7515988,142,1626870251,751532312,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.776541,143,1626870251,776483647,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.8015885,144,1626870251,801534531,world,-0.067794395072072,-0.09093751923715634,-0.09124274554598077,-0.10150547336248565,0.05914104459219658,0.13317550895167765
1626870251.8265865,145,1626870251,826532579,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870251.8516572,146,1626870251,851537155,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870251.876553,147,1626870251,876487562,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870251.9016058,148,1626870251,901535096,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870251.9265983,149,1626870251,926532851,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870251.9516106,150,1626870251,951534726,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870251.9765985,151,1626870251,976531138,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870252.0015936,152,1626870252,1521444,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870252.026597,153,1626870252,26532626,world,-0.06799453897547877,-0.09123373081486597,-0.09113030651887821,-0.10093199477033712,0.05880691848639485,0.13317723787272687
1626870252.0516021,154,1626870252,51532407,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.0766408,155,1626870252,76535827,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.1015787,156,1626870252,101508287,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.1266065,157,1626870252,126536358,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.1516335,158,1626870252,151533105,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.176588,159,1626870252,176531649,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.2015982,160,1626870252,201533912,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.2265959,161,1626870252,226533298,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.251593,162,1626870252,251534525,world,-0.068266956202116,-0.09163690650000833,-0.090995050516961,-0.100117051561136,0.05833210756125871,0.13317967811154133
1626870252.2765896,163,1626870252,276532245,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.3015988,164,1626870252,301534651,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.3265955,165,1626870252,326532277,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.3516018,166,1626870252,351539480,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.3765905,167,1626870252,376532482,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.4015996,168,1626870252,401501787,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.4266052,169,1626870252,426542875,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.4516006,170,1626870252,451532688,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.4766037,171,1626870252,476531878,world,-0.06847729944221537,-0.09194821310784204,-0.0908926209696086,-0.09948320683408757,0.057962810148095095,0.1331815624267782
1626870252.5016034,172,1626870252,501534925,world,-0.068530061958132,-0.09202630130303799,-0.09087062473887464,-0.09931719989392467,0.05786608937020517,0.13318205399967575
