Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5
1626870247.7248695,"[label: ""i""
size: 6
stride: 1]",0,0.0,0.0,0.0,0.0,0.0,0.0
1626870248.2757063,[],0,-2.2367782474575186,0.933820840206079,1.4589476587314967,-1.75924254897988e-05,-0.4557162215277158,-1.109904518818656
1626870248.3003342,[],0,-2.23677716037302,0.9338206764981232,1.458960303660719,-1.7777936116272805e-05,-0.4557305599703777,-1.1099009022825252
1626870248.3253083,[],0,-2.2367767980115207,0.9338206219288044,1.4589645186371263,-1.783977299176414e-05,-0.4557353394512651,-1.1098996967704817
1626870248.3503063,[],0,-2.2367766772243542,0.9338206037390315,1.458965923629262,-1.7860385283594588e-05,-0.45573693261156084,-1.1098992949331339
1626870248.3753173,[],0,-2.2367766369619653,0.9338205976757739,1.458966391959974,-1.7867256047538068e-05,-0.45573746366499274,-1.1098991609873514
1626870248.4002926,[],0,-2.236776623541169,0.9338205956546881,1.4589665480702112,-1.7869546302185897e-05,-0.45573764068280337,-1.1098991163387573
1626870248.4253187,[],0,-2.2367766190675704,0.9338205949809928,1.4589666001069568,-1.787030972040184e-05,-0.4557376996887402,-1.1098991014558925
1626870248.4502826,[],0,-2.222254479192812,0.91926454880775,1.444480371254747,-1.8010467222114844e-05,-0.44113512191489346,-1.1098999691871767
1626870248.4753156,[],0,-2.202892562078202,0.8998573563903731,1.4251662768087474,-1.8048172247503015e-05,-0.4216657503650404,-1.1099010490045318
1626870248.5002837,[],0,-2.1964395242671997,0.8933891611736291,1.418729140029276,-1.7911823418475214e-05,-0.41517671166567754,-1.109901326825005
1626870248.5252905,[],0,-2.1942885116635322,0.891233096101381,1.4165834277694522,-1.786637380879928e-05,-0.4130136987658899,-1.1099014194318295
1626870248.5503356,[],0,-2.19357150746231,0.890514407743965,1.415868190349511,-1.7851223938907303e-05,-0.4122926944659607,-1.109901450300771
1626870248.5752938,[],0,-2.1933325060619024,0.8902748449581597,1.4156297778761973,-1.7846173982276643e-05,-0.4120523596993176,-1.109901460590418
1626870248.600348,[],0,-2.193252838928433,0.8901949906962245,1.4155503070517592,-1.7844490663399756e-05,-0.41197224811043653,-1.1099014640203004
1626870248.6253366,[],0,-2.193226283217277,0.8901683726089129,1.4155238167769468,-1.784392955710746e-05,-0.4119455442474762,-1.1099014651635946
1626870248.6502893,[],0,-2.193217431313558,0.8901594999131422,1.4155149866853425,-1.7843742521676698e-05,-0.4119366429598228,-1.1099014655446926
1626870248.6754172,[],0,-2.193214480678985,0.8901565423478854,1.4155120433214743,-1.784368017653311e-05,-0.4119336758639383,-1.1099014656717252
1626870248.7002945,[],0,-2.1917705979291524,0.8887011172759172,1.4140042669487358,-1.7856966770078665e-05,-0.4104607969791872,-1.1099015475018956
1626870248.7252946,[],0,-2.1898464912968194,0.886761623225147,1.411994970164308,-1.785503522198659e-05,-0.40849802130385365,-1.1099016587121777
1626870248.750321,[],0,-2.1892052092419605,0.8861152120649924,1.411325295160766,-1.7834723584755223e-05,-0.40784383655111567,-1.1099016979280036
1626870248.7752922,[],0,-2.1889914485570072,0.8858997416782742,1.4111020701595853,-1.7827953039011435e-05,-0.4076257749668697,-1.1099017109999458
1626870248.8003278,[],0,-2.1889201949953563,0.8858279182160348,1.4110276618258584,-1.782569619043017e-05,-0.407553087772121,-1.10990171535726
1626870248.8252993,[],0,-2.1888964438081393,0.885803977061955,1.4110028590479495,-1.7824943907569752e-05,-0.4075288587072048,-1.1099017168096978
1626870248.8502822,[],0,-2.1888885267457336,0.8857959966772617,1.410994591455313,-1.7824693146616277e-05,-0.4075207823522327,-1.109901717293844
1626870248.8752916,[],0,-2.1888858877249318,0.8857933365490306,1.4109918355911009,-1.7824609559631785e-05,-0.40751809023390867,-1.109901717455226
1626870248.9003165,[],0,-2.188885008051331,0.8857924498396202,1.410990916969697,-1.782458169730362e-05,-0.40751719286113397,-1.10990171750902
1626870248.9252825,[],0,-2.1888847148267976,0.8857921542698168,1.4109906107625623,-1.78245724098609e-05,-0.40751689373687583,-1.1099017175269512
1626870248.950465,[],0,-2.1813214617423444,0.8782228850339613,1.4031157477452436,-1.1938223976134961e-05,-0.40755383005214674,-1.1099026795530444
1626870248.9752917,[],0,-2.1712372459325198,0.868131347763105,1.392619871608365,-4.091382820483557e-06,-0.40760689999111954,-1.1099034756578157
1626870249.000293,[],0,-2.16787586455718,0.8647682251931693,1.389125085379907,-1.4773894287686966e-06,-0.40762831178130254,-1.1099032544353635
1626870249.0253098,[],0,-2.1667554040987334,0.8636471843365241,1.387960156637088,-6.060582981970765e-07,-0.40763544904469695,-1.109903180694546
1626870249.0502996,[],0,-2.166381917279251,0.8632735040509756,1.3875718470561482,-3.156145880065366e-07,-0.40763782813249505,-1.1099031561142736
1626870249.075318,[],0,-2.166257421672757,0.8631489439557927,1.3874424105291683,-2.1880001794302326e-07,-0.4076386211617611,-1.1099031479208494
1626870249.1003177,[],0,-2.166215923137259,0.8631074239240651,1.387399265020175,-1.8652849458851882e-07,-0.4076388855048497,-1.1099031451897081
1626870249.1253142,[],0,-2.1662020902920927,0.8630935839134893,1.3873848831838438,-1.7577132013701734e-07,-0.4076389736192126,-1.1099031442793277
1626870249.1503549,[],0,-2.1661974793437038,0.8630889705766307,1.3873800892384,-1.721855953198502e-07,-0.4076390029906669,-1.1099031439758675
1626870249.1753137,[],0,-2.166033030743532,0.8628198041294232,1.3875646469805272,-1.7351314017762792e-07,-0.40765064715955646,-1.109903155823256
1626870249.200327,[],0,-2.1655709415564703,0.8615781492658035,1.3877250243903732,-1.7591338146747042e-07,-0.40766615774398374,-1.109903195497581
1626870249.2254095,[],0,-2.165172565210636,0.8602800131355508,1.3876911914641872,-1.6849586040441564e-07,-0.40767131492387565,-1.109903236636879
1626870249.2506328,[],0,-2.1650397878481717,0.8598473539627164,1.387679919320795,-1.5837081201664525e-07,-0.40767302615252987,-1.109903254487847
1626870249.2753363,[],0,-2.1649955287273506,0.8597031342384382,1.3876761619396643,-1.5499579588738845e-07,-0.40767359656208124,-1.1099032604381698
1626870249.3003058,[],0,-2.164980775687077,0.8596550609970122,1.3876749094792873,-1.538707905109695e-07,-0.40767378669859833,-1.1099032624216107
1626870249.32531,[],0,-2.1649758580069856,0.8596390365832036,1.3876744919924948,-1.5349578871882986e-07,-0.4076738500774374,-1.1099032630827577
1626870249.3503108,[],0,-2.1649742187802885,0.859633695111934,1.3876743528302307,-1.5337078812144997e-07,-0.4076738712037171,-1.1099032633031398
1626870249.375293,[],0,-2.1649736723713895,0.8596319146215108,1.3876743064428094,-1.5332912125565667e-07,-0.4076738782458103,-1.1099032633766006
1626870249.4003096,[],0,-2.1649734902350897,0.8596313211247031,1.3876742909803357,-1.5331523230039226e-07,-0.40767388059317466,-1.1099032634010877
1626870249.425304,[],0,-2.1649850609042933,0.8592994998048251,1.3877789938880514,-1.5602082312310545e-07,-0.40767969837164764,-1.109903265056649
1626870249.4503057,[],0,-2.165000548476919,0.8588572890300714,1.3879185967584657,-1.5608973525177412e-07,-0.40768745004211937,-1.1099032705160143
1626870249.4753206,[],0,-2.165005710302715,0.858709905257968,1.3879651248879061,-1.5256953400795994e-07,-0.40769002934723925,-1.1099032755959153
1626870249.5002837,[],0,-2.165007430911314,0.8586607773339334,1.3879806342643861,-1.513961335933552e-07,-0.40769088911561246,-1.1099032772892157
1626870249.5252845,[],0,-2.1650080044475137,0.8586444013592552,1.3879858040565463,-1.5100500012182027e-07,-0.4076911757050703,-1.109903277853649
1626870249.5503137,[],0,-2.165008195626247,0.8586389427010293,1.3879875273205997,-1.508746222979753e-07,-0.4076912712348895,-1.1099032780417937
1626870249.5752895,[],0,-2.1650082593524913,0.8586371231482872,1.3879881017419509,-1.508311630233603e-07,-0.4076913030781626,-1.1099032781045084
1626870249.6003067,[],0,-2.1650082805945727,0.8586365166307065,1.3879882932157344,-1.5081667659848866e-07,-0.40769131369258693,-1.1099032781254135
1626870249.6252954,[],0,-2.1650082876752665,0.8586363144581797,1.387988357040329,-1.508118477901981e-07,-0.40769131723072843,-1.1099032781323817
1626870249.6503265,[],0,-2.1650082922701324,0.8588456902885524,1.3880465594670748,-1.5003627120750027e-07,-0.40769131820927784,-1.1099032766180907
1626870249.6753125,[],0,-2.165008294433439,0.8589969189585809,1.3881241346876705,-1.5100965966336792e-07,-0.40769131976113915,-1.1099032743946475
1626870249.7002943,[],0,-2.1650082935515913,0.8589193296652851,1.3881499863763245,-1.5227167302922243e-07,-0.4076913204420501,-1.1099032743977786
1626870249.7252967,[],0,-2.165008293257642,0.858893474212192,1.3881586036278653,-1.5162401373503807e-07,-0.40769131940613496,-1.1099032753451665
1626870249.7502952,[],0,-2.165008293159659,0.8588848557278276,1.3881614760450458,-1.5140812730364327e-07,-0.4076913190608299,-1.1099032756609626
1626870249.7752855,[],0,-2.1650082931269976,0.8588819828997061,1.3881624335174394,-1.51336165159845e-07,-0.4076913189457283,-1.1099032757662277
1626870249.8003013,[],0,-2.1650082931161108,0.8588810252903323,1.3881627526749036,-1.5131217777857893e-07,-0.40769131890736104,-1.109903275801316
1626870249.8252983,[],0,-2.165008293112482,0.8588807060872077,1.3881628590607253,-1.5130418198482357e-07,-0.40769131889457194,-1.1099032758130123
1626870249.8502913,[],0,-2.1650082931112724,0.8588805996861661,1.3881628945226656,-1.5130151672023845e-07,-0.4076913188903089,-1.109903275816911
1626870249.875323,[],0,-2.165008293110869,0.8588805642191524,1.3881629063433127,-1.5130062829871007e-07,-0.4076913188888879,-1.1099032758182106
1626870249.9002826,[],0,-2.16500829452924,0.8589969104185641,1.3881687308179542,-1.5066898656928834e-07,-0.40769131892038146,-1.1099032749836018
1626870249.925287,[],0,-2.1650082964205355,0.8591520435597049,1.3881764924834035,-1.5074976821106732e-07,-0.40769132005685027,-1.1099032730529117
1626870249.9505084,[],0,-2.165008297050967,0.8592037476596723,1.3881790793446958,-1.5169936989882544e-07,-0.4076913215296769,-1.109903271591903
1626870249.975294,[],0,-2.165008297261111,0.8592209823596614,1.3881799416317933,-1.5201590379474483e-07,-0.40769132202061914,-1.1099032711049
1626870250.0003128,[],0,-2.165008297331159,0.8592267272596579,1.3881802290608258,-1.521214150933846e-07,-0.4076913221842665,-1.1099032709425658
1626870250.025338,[],0,-2.1650082973545084,0.8592286422263232,1.3881803248705034,-1.5215658552626454e-07,-0.40769132223881566,-1.1099032708884544
1626870250.050296,[],0,-2.1650082973622915,0.8592292805485451,1.3881803568070625,-1.521683090038912e-07,-0.40769132225699867,-1.1099032708704173
1626870250.075322,[],0,-2.165008297364886,0.859229493322619,1.3881803674525823,-1.5217221682976672e-07,-0.4076913222630597,-1.1099032708644048
