Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5
1626870224.349708,1515,1626870224,349015731,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.37579068946957,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.3742588,1516,1626870224,374009975,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.37579068946957,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.3996785,1517,1626870224,399063537,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.4245288,1518,1626870224,424012915,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.4493132,1519,1626870224,449109762,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.4744747,1520,1626870224,474050650,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.499464,1521,1626870224,499065881,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.524154,1522,1626870224,524017419,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.5495617,1523,1626870224,549105372,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4099080281233882,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.5745625,1524,1626870224,574011338,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.599565,1525,1626870224,599016645,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.6245995,1526,1626870224,624017144,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.6494553,1527,1626870224,649005609,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.6743224,1528,1626870224,674014974,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.6991937,1529,1626870224,699005798,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.7242072,1530,1626870224,724027267,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.7493148,1531,1626870224,749081870,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.7743025,1532,1626870224,774016689,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.7992976,1533,1626870224,799020546,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.8243062,1534,1626870224,824021170,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.8495786,1535,1626870224,849035727,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.874668,1536,1626870224,874033010,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.8991911,1537,1626870224,899026484,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.9247167,1538,1626870224,924058972,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.9492939,1539,1626870224,949072126,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.9742873,1540,1626870224,974037766,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870224.9996727,1541,1626870224,999023132,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.0246007,1542,1626870225,24018153,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.0495992,1543,1626870225,49021198,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.074549,1544,1626870225,74024424,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.0992978,1545,1626870225,99049062,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.124201,1546,1626870225,124042665,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.14935,1547,1626870225,149054401,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.1742523,1548,1626870225,174004003,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.1993842,1549,1626870225,199051930,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.2246838,1550,1626870225,224030205,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.2495658,1551,1626870225,249009614,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.2747366,1552,1626870225,274058832,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.299654,1553,1626870225,299092917,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.3246806,1554,1626870225,324029655,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.349515,1555,1626870225,349016114,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.3745463,1556,1626870225,374010618,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.3992598,1557,1626870225,399011182,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.424247,1558,1626870225,423992398,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.4494817,1559,1626870225,449018629,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.4748015,1560,1626870225,474088343,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.4994218,1561,1626870225,499013317,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.5243475,1562,1626870225,524048700,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.5495772,1563,1626870225,549026699,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.5743766,1564,1626870225,574041730,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.599527,1565,1626870225,599058478,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.6246133,1566,1626870225,624011123,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.649302,1567,1626870225,649012014,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.6744106,1568,1626870225,674010171,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.6995556,1569,1626870225,699009514,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626870225.7246993,1570,1626870225,724019803,,"['lwa4p_joint1', 'lwa4p_joint2', 'lwa4p_joint3', 'lwa4p_joint4', 'lwa4p_joint5', 'lwa4p_joint6']",-1.9898673334912549,0.7611904466722869,1.3757732361770503,3.490658503988659e-05,-0.4098905748308683,-1.1099595910983138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
